stop_id,stop_name,stop_lat,stop_lon,location_type
1413,"C. MEDICO SOCIAL",45.4788360291,4.5332752247,0
2188,"BD DE FONSALA",45.4798373186,4.5345303519,0
2189,"BD DE FONSALA",45.479892723,4.534916349,0
1414,"AUVERGNE",45.4778278399,4.5369450518,0
1415,"AUVERGNE",45.4789285454,4.536349205,0
1416,"CROIX BLANCHE",45.4804009384,4.5714488103,0
1417,"LA CROISETTE",45.4795252865,4.5792173078,0
1418,"LA CROISETTE",45.4795507248,4.5792950992,0
1419,"LA PORCHERE",45.4844316153,4.3439448087,0
1420,"LA PORCHERE",45.483900649,4.3454479307,0
1421,"LA BERTRANDIERE",45.4849172838,4.3648926646,0
1422,"LA LICHERE",45.4824818326,4.380513192,0
1423,"LA LICHERE",45.4828104989,4.3802566847,0
1425,"EGLISE L'ETRAT",45.4857377537,4.3781515487,0
2259,"EGLISE L'ETRAT",45.4856450184,4.3783016503,0
1426,"LA TOUR EN JAREZ",45.4850612793,4.3870821523,0
1427,"CROIX MALADIERE",45.4820720078,4.3886343939,0
1429,"CROIX MALADIERE",45.4821106343,4.3889812392,0
1428,"MONTEE DU BOURG",45.4820813933,4.3915515529,0
2190,"MONTEE DU BOURG",45.4821312349,4.3907986155,0
1430,"LA MALADIERE",45.4824970356,4.388522236,0
1431,"LA MALADIERE",45.4823209998,4.3887971512,0
1432,"LA BUISSONNIERE",45.4848019394,4.4176622994,0
1433,"LA BUISSONNIERE",45.4850563105,4.4180173071,0
1436,"MENDES FRANCE",45.4828466014,4.4245482833,0
1437,"MENDES FRANCE",45.4829287335,4.4244874178,0
1438,"MAIRIE LA TALAU",45.4808734545,4.433799814,0
1439,"MAIRIE LA TALAU",45.48093508,4.4343522484,0
1440,"CARNOT",45.4840831858,4.4368385193,0
1441,"CARNOT",45.48420394,4.4366384066,0
1442,"COLL. P.M.CURIE",45.4816295847,4.4381013956,0
1443,"COLL. P.M.CURIE",45.4815109921,4.4381864401,0
2159,"COLL. P.M.CURIE",45.480584228,4.4381768025,0
2160,"COLL. P.M.CURIE",45.481752602,4.4382595889,0
2157,"IMPASSE V.HUGO",45.481994737,4.4373476807,0
2158,"IMPASSE V.HUGO",45.4821889785,4.4375469594,0
1444,"LA VAURE",45.4817215701,4.4442072319,0
1445,"LA VAURE",45.48180747,4.444901339,0
1446,"LA VAURE",45.4817586755,4.4436713324,0
1447,"LA VAURE",45.4816583058,4.4437442666,0
2260,"LA VAURE",45.4810852356,4.44406784,0
1448,"CHADET",45.4841050352,4.4485711947,0
1449,"CHADET",45.4842078768,4.4488437922,0
1450,"LA RIVOIRE",45.4825581295,4.5035114229,0
1451,"LA RIVOIRE",45.4827939267,4.5034183145,0
1454,"MAGNOLIAS",45.4824781424,4.5214833772,0
1455,"MAGNOLIAS",45.4826332745,4.5209137894,0
1456,"CLOS MARQUET",45.4848385028,4.5185955951,0
1457,"CLOS MARQUET",45.4852491621,4.5178441425,0
1458,"FONT ROZET",45.481956506,4.5237656094,0
1460,"FONT ROZET",45.4818935565,4.5237631194,0
1459,"LA FAYETTE",45.4815843572,4.5276017352,0
1463,"LA FAYETTE",45.4815508609,4.5279330392,0
1464,"LA FAYETTE",45.4815453448,4.5282142779,0
1461,"ST JULIEN",45.4807566079,4.526212843,0
1462,"ST JULIEN",45.4807691077,4.5260342315,0
2207,"FOURNEL",45.4821535174,4.5256540673,0
2208,"FOURNEL",45.4820296443,4.5250862442,0
1465,"MALADIERE",45.4813636225,4.5296783245,0
1466,"MALADIERE",45.4813494006,4.5294858583,0
1467,"AVENUE PASTEUR",45.4820923132,4.5319844971,0
1468,"AVENUE PASTEUR",45.4819989185,4.5316993289,0
1469,"GARAT",45.4840409488,4.5363223126,0
1470,"GARAT",45.4841596161,4.5362374748,0
2163,"C. C. MALADIERE",45.4830673936,4.5332002513,0
2164,"C. C. MALADIERE",45.4831251197,4.5330106362,0
2191,"C. C. MALADIERE",45.4828217307,4.5319622841,0
1471,"GRANGE MERLIN",45.4815518208,4.5724036821,0
1472,"HOTEL ST-PAUL",45.4822692482,4.5774734875,0
1473,"HOTEL ST-PAUL",45.4821980765,4.5774322213,0
1474,"ST PAUL BOURG",45.4830200965,4.5745868703,0
1476,"ST PAUL BOURG",45.4830390403,4.573640876,0
1475,"LE PARC",45.4850737096,4.5740558603,0
1478,"LE PARC",45.4852322487,4.5742286057,0
1477,"LE PECHER",45.48533433,4.5754226354,0
1558,"LE PECHER",45.4854075231,4.5749138144,0
1479,"LES MOLINEAUX",45.489210472,4.3288417352,0
1480,"LES MOLINEAUX",45.4885886636,4.3293950722,0
1481,"LES OLLIERES",45.4860930786,4.37396827,0
1482,"LES OLLIERES",45.4861825449,4.3739971545,0
1483,"LILAS",45.4867815334,4.3707567459,0
1484,"LILAS",45.4868993766,4.3707099052,0
1485,"MYOSOTIS",45.4889573141,4.3763000704,0
1487,"MYOSOTIS",45.4890011135,4.3763656591,0
1486,"PEUPLIERS",45.4890692863,4.3721331684,0
1488,"PEUPLIERS",45.4892802334,4.3724096219,0
1489,"CENTRE FORMATION",45.4858083724,4.3723073763,0
1490,"CENTRE FORMATION",45.4856902956,4.3723669979,0
1493,"LES FLACHES",45.4886063444,4.3802406196,0
1494,"LES FLACHES",45.4893596714,4.3803836176,0
2192,"BOURG L'ETRAT",45.4860526254,4.3796344737,0
2193,"BOURG L'ETRAT",45.4859981985,4.3796580503,0
1495,"LES BROSSETTES",45.4998326561,4.3849298997,0
1566,"LES BROSSETTES",45.4992383994,4.3849462702,0
1496,"BRAYETIERE",45.4872653184,4.4360765832,0
1497,"BRAYETIERE",45.4872456508,4.4361653974,0
1498,"LA LONGEAGNE",45.4865045301,4.4492258021,0
1499,"LA LONGEAGNE",45.486838722,4.4491618055,0
1502,"ECOLE CHAVANNE",45.490007986,4.4877708832,0
1542,"ECOLE CHAVANNE",45.4901250063,4.4873020099,0
1503,"RUE DES GENETS",45.4873635899,4.4956262927,0
1504,"RUE DES GENETS",45.4874100364,4.4955513381,0
1505,"LE VALLON",45.4889440089,4.4911457624,0
1506,"LE VALLON",45.4888766213,4.491373447,0
1507,"LES CAMPANULES",45.4868418289,4.4984079345,0
1508,"LES CAMPANULES",45.4868178183,4.4982534604,0
1509,"PEYRARD",45.4898346978,4.5162209165,0
1510,"CRET OEILLET HT",45.4859600276,4.5242950279,0
1511,"CRET OEILLET",45.4868005274,4.525953215,0
2165,"STELYTEC",45.4895062205,4.5233605484,0
2209,"RD PT STELYTEC",45.4900815432,4.5220141907,0
2210,"RD PT STELYTEC",45.489825494,4.5222215908,0
1512,"CRET OEILLET BAS",45.4853301694,4.5265858873,0
1513,"CRET OEILLET BAS",45.4857645786,4.5264623552,0
1514,"CHATAIGNIERS",45.4857873075,4.5298921799,0
1515,"BLEUETS",45.4874843427,4.5332989735,0
1516,"POINT BLEU",45.4858121678,4.5400648183,0
1517,"BATTANT COTES",45.4873454563,4.5385265652,0
1518,"MIMOSAS",45.4923303041,4.5408620603,0
1519,"MAIRIE L'HORME",45.486017392,4.5419793937,0
1520,"MAIRIE L'HORME",45.4861242034,4.5424954398,0
1521,"ZONE ARTISANALE",45.487885718,4.5462634948,0
1522,"ZONE ARTISANALE",45.488338814,4.5474715552,0
1523,"QUARTIER MOULIN",45.4896345681,4.5502104246,0
1524,"QUARTIER MOULIN",45.4899475391,4.55122101,0
1525,"LE VERNAY",45.493345477,4.3235399175,0
1526,"LE VERNAY",45.4930171676,4.3237840237,0
1527,"LA PAUSE",45.4917798655,4.3818933587,0
1528,"LA PAUSE",45.4917462326,4.3817641621,0
1529,"LE VAL JOLY",45.4927243756,4.4353114288,0
1530,"LE VAL JOLY",45.4940310125,4.435220278,0
1531,"COLOMBIER",45.4903459563,4.4450094363,0
2261,"COLOMBIER",45.4904272015,4.4454731619,0
1532,"MAIRIE SORBIERS",45.4909476514,4.4479369221,0
2262,"MAIRIE SORBIERS",45.4909647772,4.4489356124,0
1533,"PRAIRIE",45.4915562606,4.4443006626,0
2211,"PRAIRIE",45.4918265342,4.4442853758,0
2169,"NELSON MANDELA",45.5004957653,4.444142432,0
1537,"BOURG",45.4893748939,4.4506789587,0
2171,"BOURG",45.4894874055,4.4504401559,0
2172,"BOURG",45.4897788097,4.4502593717,0
1538,"FOLLEREAU SAUZEA",45.4923703381,4.4512285603,0
1539,"FOLLEREAU SAUZEA",45.4922483066,4.4510191622,0
1540,"SAPINS",45.4945674431,4.4459254165,0
2170,"SAPINS",45.4945608633,4.4457972039,0
1544,"CHAVANNE BOURG",45.4922357153,4.4861173404,0
1546,"PEYRARD HAUT",45.4917513984,4.5157718577,0
1547,"LE COLOMBIER",45.4919536626,4.5104695516,0
1548,"ROUTE AERODROME",45.4909469114,4.5379918382,0
1549,"PLANEZE",45.4923303041,4.5408620603,0
1550,"PLAT DU GIER",45.4915907306,4.5545881924,0
1551,"PLAT DU GIER",45.4918594604,4.555558676,0
1552,"LES ROUARDES",45.4934935292,4.5589257423,0
1553,"LES ROUARDES",45.4937534831,4.5598831324,0
1554,"ECOLE MATERNELLE",45.4935185218,4.5667069839,0
1555,"ECOLE MATERNELLE",45.4933132833,4.5670698002,0
1556,"ZI LES FRARIES",45.4899773944,4.5700701434,0
1557,"ZI LES FRARIES",45.4903686775,4.5698556282,0
1559,"MAISON FORTE",45.4945212592,4.5983170587,0
2358,"POMPIERS",45.4988609929,4.2419303361,0
2359,"POMPIERS",45.4987497991,4.2421184478,0
1560,"GARE FOUILLOUSE",45.4987427878,4.3191015476,0
1561,"GARE FOUILLOUSE",45.4988057418,4.3191038053,0
1562,"GRANDES MAISONS",45.4967398137,4.3198998537,0
1563,"GRANDES MAISONS",45.4969063771,4.3201489566,0
1564,"4 VENTS",45.4948215102,4.383375058,0
1565,"LE GOUTTON",45.4973724501,4.3831495954,0
1567,"LE GARRAS",45.4984638998,4.4344671887,0
1598,"LE GARRAS",45.4990025249,4.4345388192,0
1568,"LES ALOUETTES",45.4961866006,4.4349694034,0
1569,"LES ALOUETTES",45.4965778643,4.4347411206,0
1570,"LA DONZELLIERE",45.4980841418,4.5048239131,0
1571,"BOURDON",45.4974141105,4.5244284199,0
1572,"FAUBOURG COUZON",45.4982578757,4.5546765554,0
1574,"FAUBOURG COUZON",45.4980448421,4.5545272348,0
1573,"PUITS ST-JEAN",45.4978662308,4.5576298406,0
1575,"PUITS ST-JEAN",45.4980614676,4.5586742807,0
1576,"BAS FAUB. COUZON",45.4966112652,4.5560181659,0
1577,"BAS FAUB. COUZON",45.496725377,4.5561635163,0
1578,"LA BACHASSE",45.4959818522,4.5641317866,0
1579,"LA BACHASSE",45.4959646314,4.5640927016,0
1580,"LA BACHASSE",45.4968811196,4.5641680253,0
1581,"LA BACHASSE",45.4973975973,4.5644447859,0
1584,"LES 4 CHEMINS",45.498068825,4.5803791818,0
1585,"LES 4 CHEMINS",45.4979817298,4.5806827878,0
1586,"LOGE DU TREVE",45.4968622582,4.5848860463,0
1587,"LOGE DU TREVE",45.4968964379,4.5845291114,0
1588,"DURETAY",45.4972007439,4.5886366564,0
1589,"DURETAY",45.4971074412,4.58924713,0
1590,"LA BOUTARIE",45.497315709,4.5936451443,0
1591,"LA BOUTARIE",45.4974057984,4.5945318496,0
1592,"LA PRUDENCHE",45.4974816103,4.6001274627,0
1593,"LA PRUDENCHE",45.4976799646,4.6001099903,0
2360,"PLACE REPUBLIQUE",45.4998145765,4.2403636377,0
2361,"PLACE REPUBLIQUE",45.4996809785,4.2402822578,0
2362,"POYET",45.5028405836,4.2402247074,0
2363,"POYET",45.5027513004,4.2401832411,0
2364,"LES BARQUES",45.5018080258,4.2532548931,0
2365,"LES BARQUES",45.5017676653,4.2535094341,0
2366,"S. POLYVALENTE",45.5005461123,4.2475933754,0
2367,"S.POLYVALENTE",45.5004129568,4.2474863987,0
1594,"CTRE FOUILLOUSE",45.5020542315,4.315560272,0
1595,"CTRE FOUILLOUSE",45.5020708598,4.3156376514,0
1596,"PL. DES TILLEULS",45.5010066413,4.3178006521,0
1597,"PL. DES TILLEULS",45.50090522,4.317937785,0
1599,"RUE DES ECOLES",45.5016404918,4.4349588871,0
1600,"RUE DES ECOLES",45.5013319751,4.4346144354,0
1601,"LES GENETS",45.499131032,4.4501690789,0
1602,"LES GENETS",45.4992870571,4.4500086802,0
1603,"TREMOLLET BAS",45.4993905476,4.515855467,0
1604,"TREMOLLET",45.5000708292,4.5201951314,0
1605,"HAM. DES CHENES",45.5015952384,4.5529419371,0
1606,"HAM. DES CHENES",45.5016652871,4.5525863941,0
1607,"COMBERIGOL",45.5032268719,4.5505372283,0
1608,"COMBERIGOL",45.5034656226,4.5507515709,0
1609,"PUITS ST-ANTOINE",45.4997342942,4.5596373811,0
1610,"PUITS ST-ANTOINE",45.5006278019,4.5604156058,0
1611,"POSTE GD CROIX",45.5004500196,4.5666283055,0
1612,"POSTE GD CROIX",45.5004749564,4.5667316961,0
1613,"RUE DES ROSES",45.5020972483,4.5796596229,0
1614,"RUE DES ROSES",45.5022938031,4.5797315925,0
1615,"RUE DU STADE",45.5063824769,4.5760064961,0
2368,"PLACE GAPIAND",45.5075872138,4.2636172198,0
2369,"PLACE GAPIAND",45.5078817979,4.2637554751,0
2370,"LE PONT",45.5037098776,4.2604106466,0
2371,"LE PONT",45.5036701612,4.2606268217,0
1616,"JEAN FAURE",45.5068898229,4.3077471774,0
1617,"JEAN FAURE",45.5067854817,4.308050618,0
1618,"LA CHARMERAIE",45.505046591,4.3112264932,0
1619,"LA CHARMERAIE",45.5047650825,4.3113700118,0
1620,"GRAND QUARTIER",45.503341363,4.4359193289,0
1623,"GRAND QUARTIER",45.5033465129,4.4361242949,0
1621,"EGLISE GD.QUARTI",45.5060322587,4.4339993322,0
1622,"EGLISE GD.QUARTI",45.5062618853,4.4337520698,0
1624,"TRUZEAU",45.5046842262,4.5102151424,0
1625,"LA BRUYASSIERE",45.5060102401,4.5151437517,0
1626,"LE CHAPOTEE",45.5062190443,4.5453197765,0
1628,"LE CHAPOTEE",45.5060831422,4.5453655424,0
1627,"GROS BUISSON",45.5081033315,4.5451518879,0
1657,"GROS BUISSON",45.5080321475,4.5451106441,0
1629,"HAM. COMBERIGOL",45.5054462694,4.5534419471,0
1630,"HAM. COMBERIGOL",45.5054889503,4.5535588516,0
1631,"ECHANGEUR",45.5059938474,4.5666344094,0
1632,"ECHANGEUR",45.506269814,4.5667863382,0
1633,"LA PERRONIERE",45.5042331244,4.5651170866,0
1634,"LA PERRONIERE",45.5045193605,4.5652054221,0
1637,"MAIRIE GD CROIX",45.5040872334,4.5692708497,0
2263,"CH. DE GAULLE",45.5059316458,4.5706508933,0
2264,"CH. DE GAULLE",45.5050919088,4.5698873975,0
2265,"CH. DE GAULLE",45.5052787107,4.5699973395,0
1639,"PARC ARAGON",45.5059923329,4.5793057319,0
1640,"LES ROSES",45.5010632822,4.5733209221,0
1641,"LES ROSES",45.5011968925,4.5733903203,0
1642,"COLL. C.EXBRAYAT",45.4988620922,4.5726815468,0
1643,"COLL. C.EXBRAYAT",45.4988620922,4.5726815468,0
1644,"PROVENDE",45.5058148234,4.5836631159,0
1645,"PROVENDE",45.5057683109,4.5841859992,0
1646,"EGLANTINES",45.5074000972,4.5835995746,0
1647,"RUE DES ROULES",45.5045478773,4.5844563455,0
1648,"RUE DES ROULES",45.5045864196,4.584329922,0
2372,"SAINT COME",45.5094662505,4.2384946995,0
2373,"SAINT COME",45.5094789432,4.2382775575,0
2374,"CINEPOLE",45.5113829571,4.2637239663,0
2375,"CINEPOLE",45.513184546,4.263620391,0
1649,"LES PERROTINS",45.5105647242,4.3024513534,0
1650,"LES PERROTINS",45.5106976023,4.3025712734,0
1651,"LE SAUZET",45.5125380089,4.3786295884,0
1673,"LE SAUZET",45.5125598485,4.3789119962,0
1652,"MONTROND",45.510026605,4.3845653431,0
1653,"MONTROND",45.5100962079,4.3846959172,0
1654,"LA GLACIERE",45.509945627,4.5085404788,0
1655,"SALCIGNEUX",45.5084875116,4.5416472906,0
1656,"SALCIGNEUX",45.5082439499,4.5416759719,0
1658,"COUTTANGE",45.511025975,4.5493648261,0
1659,"COUTTANGE",45.5108834768,4.548834304,0
1660,"LA FAVERGE",45.5088842057,4.5611446389,0
1661,"LA FAVERGE",45.5089666671,4.5610711582,0
1662,"JARDIERE",45.5122175849,4.5559921133,0
1663,"JARDIERE",45.5122622946,4.5560067097,0
1664,"OREE DU VERGER",45.5105567793,4.5571414485,0
1665,"OREE DU VERGER",45.51051903,4.5572295342,0
1666,"ASSAILLY",45.5091697989,4.5738922226,0
1667,"ASSAILLY",45.5091993697,4.5742134228,0
2175,"MAIRIE LORETTE",45.5111949147,4.577929594,0
2176,"MAIRIE LORETTE",45.5112257563,4.5781868571,0
2177,"RUE DU PILAT",45.511034672,4.5827745145,0
2376,"CIMETIERE S.JUST",45.5153502891,4.2632735019,0
2377,"CIMETIERE S.JUST",45.515401385,4.2634416861,0
1671,"VORZELAS",45.5145047784,4.3010042875,0
1672,"VORZELAS",45.5149000434,4.3010439381,0
1674,"LE COIN",45.5156363576,4.3765167492,0
1675,"LE COIN",45.5155952495,4.3767968478,0
1676,"LA FOUGERE",45.5135856321,4.4251976582,0
1677,"LA FOUGERE",45.5141395331,4.4258970245,0
1678,"LE PUYT",45.5142840225,4.442658571,0
1679,"LE PUYT",45.5144201236,4.4425997542,0
1680,"ALBUZY",45.5147412587,4.4537103223,0
1681,"ALBUZY",45.5148586529,4.453689218,0
1682,"URBAIN",45.5161900339,4.4570429375,0
1683,"URBAIN",45.5161973573,4.4580801173,0
1684,"BERTHASSIERE",45.5136792509,4.4655614363,0
1685,"BERTHASSIERE",45.5136792509,4.4655614363,0
1686,"JUSSERANDIERE",45.5147264504,4.5433683926,0
1687,"JUSSERANDIERE",45.5154772377,4.5427198995,0
1688,"MULET",45.5150926437,4.5594103517,0
1689,"MULET",45.515102908,4.5593467574,0
1692,"PLACE E. BROSSE",45.5143413685,4.5848291304,0
1693,"PLACE E. BROSSE",45.5143447018,4.5851108962,0
2266,"CENTRE",45.5130199903,4.5816135107,0
2267,"CENTRE",45.5130225611,4.5819336414,0
1695,"COLL. F.TRUFFAUT",45.5171558868,4.6005621541,0
2378,"GYMNASE EGLISE",45.5200405755,4.2203865607,0
2379,"GYMNASE EGLISE",45.5203590765,4.2196421475,0
2380,"PONT DE BONSON",45.5180578865,4.2237623559,0
2391,"PONT DE BONSON",45.5181827192,4.2238306224,0
1696,"MONTMOLLOT",45.5185545083,4.3798376323,0
1697,"MONTMOLLOT",45.5186353369,4.379354166,0
1698,"LE JOANNET",45.5174370665,4.4300285334,0
1699,"LE JOANNET",45.516983925,4.4297169372,0
1700,"VIEIL ALBUZY",45.5183081085,4.4464092071,0
1701,"VIEIL ALBUZY",45.5182614533,4.4464970373,0
1702,"LE REY",45.5206621111,4.4485218392,0
1703,"LE REY",45.5198923301,4.4483003871,0
1704,"FAYET",45.5194120208,4.4631963112,0
1705,"FAYET",45.5197377066,4.4635801056,0
1706,"MAISONNEUVE 2",45.5172656172,4.4714602924,0
1709,"MAISONNEUVE 2",45.5172541816,4.4715878658,0
1707,"MAISONNEUVE 1",45.5203373775,4.4755476719,0
1708,"MAISONNEUVE 1",45.5202994477,4.4756486216,0
2027,"MAIRIE VALFLEURY",45.5209618558,4.493636094,0
2028,"MAIRIE VALFLEURY",45.5208677307,4.4938500614,0
2029,"HAUT",45.5242014659,4.4913171542,0
2030,"HAUT",45.5242799372,4.4914482469,0
2178,"LA PICOTE",45.518349057,4.5422200583,0
1714,"GREZIEUX",45.5171243769,4.5914329919,0
1715,"GREZIEUX",45.5168248187,4.5911135205,0
1716,"RUE DE SAVOIE",45.5188858536,4.5946798846,0
1717,"RUE DE SAVOIE",45.5189708708,4.5949266062,0
1718,"LE GRAND PONT",45.5208041877,4.5981766635,0
1719,"LE GRAND PONT",45.52040217,4.5975840808,0
1720,"SAVOIE",45.5202749535,4.5958633002,0
1721,"SAVOIE",45.5200699327,4.5957652978,0
1723,"COLL. L.MICHEL",45.5225877616,4.6131784062,0
2381,"GARE BONSON",45.5226363588,4.2153287624,0
2382,"GARE BONSON",45.5225689222,4.2150576341,0
2031,"PL. DU FOREZ",45.5250363412,4.2578629481,0
2032,"PL. DU FOREZ",45.5249097706,4.2578969544,0
1729,"AV. ST-ETIENNE",45.5259518696,4.2689690885,0
1730,"AV. ST-ETIENNE",45.5259946268,4.2690986108,0
1731,"RD PT DE L'AVION",45.5256452587,4.2716085084,0
1732,"RD PT DE L'AVION",45.5257599617,4.2717405518,0
1733,"LA GOUYONNIERE",45.523111914,4.2930785026,0
1734,"LA GOUYONNIERE",45.5232468173,4.2930832792,0
1735,"GRIGNOTIERE",45.5243361612,4.3732019613,0
1736,"GRIGNOTIERE",45.5248688642,4.3731063709,0
1737,"LE GRELON",45.5225863852,4.4509894885,0
1738,"LE GRELON",45.5226879701,4.4508525462,0
1739,"BORGIA",45.5224215322,4.468676473,0
1740,"BORGIA",45.5225354799,4.4693082042,0
1741,"GRANGE FLACHON",45.5236428635,4.4777625304,0
1742,"GRANGE FLACHON",45.5236508766,4.4778140531,0
1745,"LE RECOU",45.5220079433,4.4851119213,0
1746,"LE RECOU",45.5220998396,4.485013073,0
1747,"LE GRAND LOGIS",45.5215926328,4.4879891594,0
1748,"LE GRAND LOGIS",45.5217193861,4.4874819894,0
1749,"MAIRIE CELLIEU",45.5229712806,4.5414955525,0
1750,"MAIRIE CELLIEU",45.5228433632,4.5415928729,0
1751,"LE BACHAT MAIRIE",45.5228959784,4.5393800288,0
1752,"LE BACHAT MAIRIE",45.5229759055,4.539434428,0
1753,"LE SARDON",45.5214912735,4.5935700746,0
1754,"LE SARDON",45.5216654902,4.5934107509,0
1755,"LYCEE R.CASSIN",45.522401271,4.6015324864,0
1756,"LYCEE R.CASSIN",45.5217949176,4.599920037,0
1757,"GARE R. DE GIER",45.5242447345,4.6069344206,0
1759,"GARE R. DE GIER",45.5240881596,4.6062237815,0
1760,"LES COLLINES",45.525640024,4.6135602641,0
1761,"LES COLLINES",45.5255537454,4.6133774508,0
2383,"LA PLAINE BONSON",45.5292507727,4.2034930426,0
2384,"LA PLAINE BONSON",45.5290704693,4.2035125566,0
1762,"COLL. J.PREVERT",45.5279926403,4.2643929183,0
1763,"COLL. J.PREVERT",45.5280639277,4.264433815,0
1764,"RD PT DALLIERE",45.5268153116,4.2622137623,0
1765,"RD PT DALLIERE",45.5269126995,4.2623067766,0
1766,"RUE RACINE",45.5263374869,4.265397799,0
1767,"RUE RACINE",45.5263214309,4.2658069268,0
1768,"LA CHAPELLE",45.5272685521,4.2698473322,0
1769,"LA CHAPELLE",45.5272215932,4.269960916,0
1770,"RD PT COLONNA",45.5300181229,4.2815052457,0
1771,"RD PT COLONNA",45.5301883337,4.2815496487,0
1772,"AEROPORT",45.5298718348,4.2898992995,0
1773,"AEROPORT",45.5297879873,4.2900627827,0
1774,"LES ESSARTS",45.5282235275,4.2951287932,0
1775,"LES ESSARTS",45.5278615995,4.2962682551,0
2033,"ENVOL STADIUM",45.5247283808,4.300458779,0
2034,"ENVOL STADIUM",45.5245051153,4.3003612263,0
1776,"MAIRIE ST HEAND",45.52910691,4.3726480046,0
1777,"MAIRIE ST HEAND",45.529305928,4.3725913195,0
1778,"LE PILON",45.529014384,4.4331816856,0
1779,"LE PILON",45.5290285321,4.4333870879,0
1780,"MOULIN GUICHARD",45.5272869955,4.4641268187,0
1781,"MOULIN GUICHARD",45.5272857784,4.464190791,0
1782,"LA CORDONNIERE",45.5291917863,4.465237317,0
1783,"LA CORDONNIERE",45.5292554683,4.4652013579,0
1784,"LE TERRIER",45.5264266773,4.4902644056,0
1785,"LE TERRIER",45.5264908601,4.4902028888,0
1786,"LES ECHERIES",45.5279036327,4.5027931798,0
1787,"LES ECHERIES",45.5278496751,4.5027910641,0
1788,"CHATAIGNIERE",45.529101974,4.5175396694,0
1789,"CHATAIGNIERE",45.5291089707,4.5176423814,0
1790,"TONNERIEUX",45.5287372232,4.5237738209,0
1791,"TONNERIEUX",45.5287419775,4.5235307251,0
1792,"LE TREVE",45.5296974867,4.55180293,0
1793,"LE TREVE",45.5301718088,4.5528463405,0
1794,"MTEE DES ROCHES",45.5302951138,4.5593305819,0
1795,"MTEE DES ROCHES",45.530120691,4.5595028327,0
1796,"CARREF. LEYMIEUX",45.5283202683,4.5631436932,0
1799,"CARREF. LEYMIEUX",45.5283801604,4.5632997613,0
1797,"LE CERCLE",45.5302782453,4.5610841807,0
1798,"LE CERCLE",45.5303761475,4.5611393428,0
1800,"GRAVENANT",45.5282506895,4.5957797241,0
1801,"GRAVENANT",45.5282682112,4.5953578874,0
1802,"LA MADELEINE",45.5421368981,4.6421362242,0
1891,"LA MADELEINE",45.5425651313,4.6427560851,0
1803,"BALDEYROU",45.5294628964,4.6127830664,0
1806,"BALDEYROU",45.529516331,4.6128108781,0
1805,"GARE ROUTIERE RG",45.5274911907,4.6137005838,0
2179,"GARE ROUTIERE RG",45.5276009252,4.6136154748,0
2180,"GARE ROUTIERE RG",45.5277266947,4.6140688198,0
2214,"GARE ROUTIERE RG",45.5274911907,4.6137005838,0
1808,"MAIRIE R.DE GIER",45.5291466029,4.6203505623,0
1809,"MAIRIE R.DE GIER",45.5290608578,4.6201421385,0
2385,"COTE STE AGATHE",45.5343201307,4.1941251038,0
2386,"COTE STE AGATHE",45.5341464848,4.1942857213,0
1810,"RD PT LYCEE",45.5314667327,4.2690595456,0
1811,"RD PT LYCEE",45.5315906536,4.2691791161,0
2300,"NAUTIFORM",45.5322326569,4.2710837835,0
1812,"RD PT BERLIET",45.5337876756,4.2737887691,0
2301,"RD PT BERLIET",45.533828654,4.2740206876,0
2447,"DOJO ANDREZIEUX",45.5330600066,4.2700756018,0
2448,"DOJO ANDREZIEUX",45.5330566882,4.2702675507,0
1814,"COLLEGE PARKING NORD",45.5321741827,4.3747073412,0
1815,"LA CROIX",45.5320541199,4.4366519035,0
1816,"LA CROIX",45.5320839825,4.436499381,0
1817,"LA ROCHE",45.5309384864,4.475573983,0
1818,"LA ROCHE",45.5307056467,4.4755137492,0
1819,"STADE DES ROCHES",45.5310580156,4.5444433505,0
1820,"STADE DES ROCHES",45.5309483337,4.5445286021,0
1821,"MAIRIE CHAGNON",45.5342437079,4.554917777,0
1822,"CHAPAIRE",45.5321179358,4.5599929729,0
1823,"CHAPAIRE",45.5323324,4.5596174422,0
1824,"LOUIS MARCHAND",45.5328316039,4.5828284515,0
1825,"LES VERCHERES",45.5346473387,4.5802514328,0
1826,"LES VERCHERES",45.5349685001,4.5799443245,0
1827,"LES BOURDONNES",45.5337557307,4.5861059132,0
1828,"LES BOURDONNES",45.5343019956,4.5853469931,0
1829,"PISCINE",45.5303345981,4.5964283722,0
1830,"PISCINE",45.5304011662,4.5962518233,0
2287,"CHAMPAGNIERES",45.5345036493,4.5909770602,0
2288,"CHAMPAGNIERES",45.5345596686,4.5908768978,0
2289,"GRANGE BURLAT",45.5341517743,4.5950350063,0
2290,"GRANGE BURLAT",45.5343573132,4.59510744,0
1833,"LYCEE G.BRASSENS",45.5328201761,4.604354351,0
1834,"LES VERNES",45.5329743492,4.6100592565,0
1835,"LES VERNES",45.5328931558,4.6100687207,0
1836,"ST-JEAN",45.5312228634,4.6240091195,0
1837,"ST-JEAN",45.5311768539,4.6240584361,0
1838,"CHIPIER",45.5323863029,4.6278477953,0
1839,"CHIPIER",45.5323281532,4.6280502751,0
2181,"PLACE CHIPIER",45.5325654671,4.6270100445,0
2268,"PASSERELLE",45.5334978856,4.6306984198,0
2269,"PASSERELLE",45.5335372677,4.630533577,0
2387,"BOULEVARD ORELU",45.5391939165,4.1851074808,0
